"id","state_code","bucket","title","summary","url","published_date","agency","item_type","relevance_score","raw_json","fetched_at","created_at"
"57b36820-52e1-4b44-9b8d-cb18f659066d","IN","procurement","PUBLIC NOTICES 03.19.2026 | morgancountycorrespondent.com","This RFP is intended to be a streamlined and competitive procurement process consistent with applicable Indiana law. PROJECT OBJECTIVES. The ...","https://morgancountycorrespondent.com/2026/03/19/public-notices-03-19-2026/",,"Indiana","rfp","20","{""title"":""PUBLIC NOTICES 03.19.2026 | morgancountycorrespondent.com"",""link"":""https://morgancountycorrespondent.com/2026/03/19/public-notices-03-19-2026/"",""snippet"":""This RFP is intended to be a streamlined and competitive procurement process consistent with applicable Indiana law. PROJECT OBJECTIVES. The ..."",""date"":""Mar 19, 2026""}","2026-04-14 03:37:37.415003","2026-04-14 03:37:37.415003"
"5ab27072-b733-4b53-862f-9a777026374a","CA","procurement","Invitation For Bid (IFB) 26-10030 Rebid #2 - CLS... - HigherGov","Details for Invitation For Bid (IFB) 26-10030 Rebid #2 - CLS Occupational Health and Medical Surveillance (26-10030) from the California Department of Public","https://www.highergov.com/sl/contract-opportunity/ca-invitation-for-bid-ifb-26-10030-rebid-66785583/",,"California","news","20","{""title"":""Invitation For Bid (IFB) 26-10030 Rebid #2 - CLS... - HigherGov"",""link"":""https://www.highergov.com/sl/contract-opportunity/ca-invitation-for-bid-ifb-26-10030-rebid-66785583/"",""snippet"":""Details for Invitation For Bid (IFB) 26-10030 Rebid #2 - CLS Occupational Health and Medical Surveillance (26-10030) from the California Department of Public""}","2026-05-31 23:22:44.67154","2026-05-31 23:22:44.67154"
"5db68ea1-8a03-41a1-8cf5-d40c34b54ebf","IN","procurement","Drug Testing Bids and RFPs - HigherGov","Drug Testing Bids and RFPs. Add Filters. active_opp, exclude, followed ... occupational health. Vendors specializing in medical services, occupational ...","https://www.highergov.com/sl/contract-opportunities/drug-testing/",,"Indiana","rfp","40","{""title"":""Drug Testing Bids and RFPs - HigherGov"",""link"":""https://www.highergov.com/sl/contract-opportunities/drug-testing/"",""snippet"":""Drug Testing Bids and RFPs. Add Filters. active_opp, exclude, followed ... occupational health. Vendors specializing in medical services, occupational ...""}","2026-04-14 03:37:37.406772","2026-04-14 03:37:37.406772"
"603b15de-c9e9-4bcb-8ab8-3a583aef0d79","CA","procurement","Explore Contract Portfolios - NASPO ValuePoint","California, Colorado, Connecticut, Delaware, District Of Columbia, Florida ... Medicaid Enterprise Systems - Pharmacy Benefit Services (2025 - 2035).","https://www.naspovaluepoint.org/portfolios/page/2/?sortBy=name&sortByDir=asc",,"California","legislation","10","{""title"":""Explore Contract Portfolios - NASPO ValuePoint"",""link"":""https://www.naspovaluepoint.org/portfolios/page/2/?sortBy=name&sortByDir=asc"",""snippet"":""California, Colorado, Connecticut, Delaware, District Of Columbia, Florida ... Medicaid Enterprise Systems - Pharmacy Benefit Services (2025 - 2035).""}","2026-05-31 23:22:46.678357","2026-05-31 23:22:46.678357"
"66388fb1-7d18-4981-b8a5-a4aa9b29d23c","CA","procurement","Statewide IDIQ & Cooperative Contracts - RFP Helper","Contract Type: Statewide IDIQ Client: Healthcare Staffing Agency Impact: Secured positions on staffing contracts in California, New York, and Texas, leading ...","https://rfphelper.com/service/statewide-idiq-cooperative-contracts/",,"California","rfp","20","{""title"":""Statewide IDIQ & Cooperative Contracts - RFP Helper"",""link"":""https://rfphelper.com/service/statewide-idiq-cooperative-contracts/"",""snippet"":""Contract Type: Statewide IDIQ Client: Healthcare Staffing Agency Impact: Secured positions on staffing contracts in California, New York, and Texas, leading ...""}","2026-05-31 23:22:47.091008","2026-05-31 23:22:47.091008"
"66583cb6-154d-4252-848a-e7103aa5dd5e","IN","procurement","[PDF] RFP-21-01-383-On-Site-Clinic-and-Wellness-Program-ADDENDUM ...","7. Does the MD with CDL medical examiner certification do more than DOT physicals, does the provider ... Indiana? IPTC will not provide the ...","https://www.indygo.net/wp-content/uploads/2021/03/RFP-21-01-383-On-Site-Clinic-and-Wellness-Program-ADDENDUM-1.pdf",,"Indiana","rfp","40","{""title"":""[PDF] RFP-21-01-383-On-Site-Clinic-and-Wellness-Program-ADDENDUM ..."",""link"":""https://www.indygo.net/wp-content/uploads/2021/03/RFP-21-01-383-On-Site-Clinic-and-Wellness-Program-ADDENDUM-1.pdf"",""snippet"":""7. Does the MD with CDL medical examiner certification do more than DOT physicals, does the provider ... Indiana? IPTC will not provide the ..."",""date"":""Mar 30, 2021""}","2026-04-14 03:37:37.423665","2026-04-14 03:37:37.423665"
"6c552672-7f82-44df-ae38-6b8b5b87bafa","IN","procurement","Vista City Council to Meet December 9 Tuesday ... - Facebook","Indiana; Operating Budget Overview; Zone changes on Taylor St. Error ... Award Professional Services Contract to PBK Architects Inc.","https://www.facebook.com/CityofVista/posts/vista-city-council-to-meet-december-9tuesday-december-9-2025-530-pmcity-council-/1270050375156009/",,"Indiana","award","20","{""title"":""Vista City Council to Meet December 9 Tuesday ... - Facebook"",""link"":""https://www.facebook.com/CityofVista/posts/vista-city-council-to-meet-december-9tuesday-december-9-2025-530-pmcity-council-/1270050375156009/"",""snippet"":""Indiana; Operating Budget Overview; Zone changes on Taylor St. Error ... Award Professional Services Contract to PBK Architects Inc."",""date"":""Dec 4, 2025""}","2026-04-14 03:37:37.477988","2026-04-14 03:37:37.477988"
"705f25d1-bfdc-433e-aceb-ec9abbdd845d","CA","procurement","[PDF] Request for Proposal - Medical Evaluation Services - Anaheim.net","The DOT physical exam is performed by a certified medical ... WEBER, Ph.D., Secretary of State of the State of California, hereby certify:.","https://local.anaheim.net/docs_agend/questys_pub/36702/36732/36733/36784/36839/1.%20Agreement%20-%20Occupational%20Health%20Centers%20of%20California,%20dba%20Concentra%20Medical%20Centers36839.pdf",,"California","rfp","10","{""title"":""[PDF] Request for Proposal - Medical Evaluation Services - Anaheim.net"",""link"":""https://local.anaheim.net/docs_agend/questys_pub/36702/36732/36733/36784/36839/1.%20Agreement%20-%20Occupational%20Health%20Centers%20of%20California,%20dba%20Concentra%20Medical%20Centers36839.pdf"",""snippet"":""The DOT physical exam is performed by a certified medical ... WEBER, Ph.D., Secretary of State of the State of California, hereby certify:."",""date"":""Feb 2, 2004""}","2026-05-31 23:22:45.773617","2026-05-31 23:22:45.773617"
"714a239b-024f-40cd-9cd8-eec32c16dac9","TX","procurement","NASPO ValuePoint Rescue & Public Protection Equipment Contract","NASPO ValuePoint Cooperative Purchasing Program for Rescue and Public Protection Equipment. ... Texas, Utah, U.S. Virgin Islands, Vermont, Virginia, Washington ...","https://www.safewareinc.com/contracts/naspo/",,"Texas","legislation","10","{""title"":""NASPO ValuePoint Rescue & Public Protection Equipment Contract"",""link"":""https://www.safewareinc.com/contracts/naspo/"",""snippet"":""NASPO ValuePoint Cooperative Purchasing Program for Rescue and Public Protection Equipment. ... Texas, Utah, U.S. Virgin Islands, Vermont, Virginia, Washington ...""}","2026-06-24 05:00:29.11525","2026-06-24 05:00:29.11525"
"71a9e8d4-8999-4384-a2a7-68e819745d0e","TX","procurement","Texas Bids, State Government Contracts & RFPs - BidNet Direct","Find all Bids, RFPs, state government contracts & solicitations for Texas Purchasing Group at BidNet Direct ... RFPs, bids and awards on the Texas bid system.","https://www.bidnetdirect.com/texas",,"Texas","rfp","50","{""title"":""Texas Bids, State Government Contracts & RFPs - BidNet Direct"",""link"":""https://www.bidnetdirect.com/texas"",""snippet"":""Find all Bids, RFPs, state government contracts & solicitations for Texas Purchasing Group at BidNet Direct ... RFPs, bids and awards on the Texas bid system.""}","2026-06-24 05:00:27.742018","2026-06-24 05:00:27.742018"
"72073301-fcb3-4dc6-941b-a89b93e2e599","CA","procurement","California Bids, State Government Contracts & RFPs - BidNet Direct","Welcome to the California Purchasing Group! Register for extensive access to statewide RFPs, bids and awards throughout California.","https://www.bidnetdirect.com/california",,"California","rfp","40","{""title"":""California Bids, State Government Contracts & RFPs - BidNet Direct"",""link"":""https://www.bidnetdirect.com/california"",""snippet"":""Welcome to the California Purchasing Group! Register for extensive access to statewide RFPs, bids and awards throughout California.""}","2026-05-31 23:22:45.704838","2026-05-31 23:22:45.704838"
"73586a81-2d2b-4867-8d6b-949fb8af9d9f","TX","procurement","Contracts for June 9, 2026 - Department of War","... occupational health. Bids were solicited via the internet with four ... Work will be performed in Fort Worth, Texas (59%); El Segundo ...","https://www.war.gov/News/Contracts/Contract/Article/4512718/contracts-for-june-9-2026/",,"Texas","legislation","30","{""title"":""Contracts for June 9, 2026 - Department of War"",""link"":""https://www.war.gov/News/Contracts/Contract/Article/4512718/contracts-for-june-9-2026/"",""snippet"":""... occupational health. Bids were solicited via the internet with four ... Work will be performed in Fort Worth, Texas (59%); El Segundo ..."",""date"":""Jun 9, 2026""}","2026-06-24 05:00:27.45191","2026-06-24 05:00:27.45191"
"7460e2e0-fe6c-42d9-9a6b-113d7b80ad30","TX","procurement","IW224638 Drug Testing Services - Monahans District Parole Office","The Texas Department of Criminal Justice (TDCJ) is conducting a procurement for drug testing services, specifically seeking oral fluid lab ...","https://govtribe.com/opportunity/state-local-contract-opportunity/invitation-for-bids-iw224638-drug-testing-services-monahans-district-parole-office-iw224638",,"Texas","news","20","{""title"":""IW224638 Drug Testing Services - Monahans District Parole Office"",""link"":""https://govtribe.com/opportunity/state-local-contract-opportunity/invitation-for-bids-iw224638-drug-testing-services-monahans-district-parole-office-iw224638"",""snippet"":""The Texas Department of Criminal Justice (TDCJ) is conducting a procurement for drug testing services, specifically seeking oral fluid lab ..."",""date"":""Aug 8, 2025""}","2026-06-24 05:00:27.235809","2026-06-24 05:00:27.235809"
"74c5ae1f-2b11-430f-8c15-6bd54b93725c","IN","procurement","[PDF] Request for Proposal Response - Equalis Group","Many states are now reporting CDL Medical Certificate information; ... Indiana. Montana. Arkansas. Iowa. Nebraska. California. Kansas. Nevada.","https://equalisgroup.org/wp-content/uploads/2021/08/RFP-Region-10-Background-Screening-RFP-Response-HireRight-Reduced-file-size.pdf",,"Indiana","rfp","10","{""title"":""[PDF] Request for Proposal Response - Equalis Group"",""link"":""https://equalisgroup.org/wp-content/uploads/2021/08/RFP-Region-10-Background-Screening-RFP-Response-HireRight-Reduced-file-size.pdf"",""snippet"":""Many states are now reporting CDL Medical Certificate information; ... Indiana. Montana. Arkansas. Iowa. Nebraska. California. Kansas. Nevada."",""date"":""Jul 1, 2021""}","2026-04-14 03:37:37.433924","2026-04-14 03:37:37.433924"
"75beae6c-636e-49bb-aeac-d1261d7981ef","TX","procurement","[PDF] rfp no. 2019-106 request for proposals for employee drug and ...","Perform DOT physical examinations. MUST provide ... Statutory bid limit refers to the Texas Local Government Code provision that requires.","https://www.tarrantcountytx.gov/content/dam/main/purchasing/Bids%20and%20RFPs/2019_Bids-RFPs/2019-106_RFP.pdf",,"Texas","rfp","30","{""title"":""[PDF] rfp no. 2019-106 request for proposals for employee drug and ..."",""link"":""https://www.tarrantcountytx.gov/content/dam/main/purchasing/Bids%20and%20RFPs/2019_Bids-RFPs/2019-106_RFP.pdf"",""snippet"":""Perform DOT physical examinations. MUST provide ... Statutory bid limit refers to the Texas Local Government Code provision that requires."",""date"":""Mar 5, 2019""}","2026-06-24 05:00:27.962848","2026-06-24 05:00:27.962848"
"7743e18b-0867-43cc-9ed9-bca9838d6038","CA","procurement","Naspo ValuePoint - Grainger Industrial Supply","... NASPO) provides the highest standard of excellence in public cooperative contracting. ... California NASPO ValuePoint · University of Southern California.","https://www.grainger.com/content/mc/clp-naspo/naspo",,"California","legislation","10","{""title"":""Naspo ValuePoint - Grainger Industrial Supply"",""link"":""https://www.grainger.com/content/mc/clp-naspo/naspo"",""snippet"":""... NASPO) provides the highest standard of excellence in public cooperative contracting. ... California NASPO ValuePoint · University of Southern California.""}","2026-05-31 23:22:47.022495","2026-05-31 23:22:47.022495"
"7f89599f-5241-4a74-9924-aa6726669bc3","IN","procurement","[PDF] WEST BAY SANITARY DISTRICT","DOT Physical - J. Gutierrez 9/8/25. 85.50. 73704. 9/10/2025 Redwood ... For trust accounts governed by Indiana law, a beneficiary may not ...","https://www.westbaysanitary.org/files/22138fcec/20251029WBSDAgendaPacket.pdf",,"Indiana","news","10","{""title"":""[PDF] WEST BAY SANITARY DISTRICT"",""link"":""https://www.westbaysanitary.org/files/22138fcec/20251029WBSDAgendaPacket.pdf"",""snippet"":""DOT Physical - J. Gutierrez 9/8/25. 85.50. 73704. 9/10/2025 Redwood ... For trust accounts governed by Indiana law, a beneficiary may not ..."",""date"":""Oct 29, 2025""}","2026-04-14 03:37:37.439263","2026-04-14 03:37:37.439263"
"801f894d-5904-4f06-b05f-2764d9cc1bc3","IN","procurement","[PDF] NASPO ValuePoint Master Agreement Award For Debris Removal ...","purchase the goods, services, and solutions available from NASPO. ValuePoint's cooperative Master Agreements. ... Indiana. Contractor and/or ...","https://www.ok.gov/dcs/solicit/app/viewAttachment.php?attachmentID=91251",,"Indiana","award","20","{""title"":""[PDF] NASPO ValuePoint Master Agreement Award For Debris Removal ..."",""link"":""https://www.ok.gov/dcs/solicit/app/viewAttachment.php?attachmentID=91251"",""snippet"":""purchase the goods, services, and solutions available from NASPO. ValuePoint's cooperative Master Agreements. ... Indiana. Contractor and/or ..."",""date"":""Sep 15, 2025""}","2026-04-14 03:37:37.470738","2026-04-14 03:37:37.470738"
"80eb88a9-04c1-4384-aa6f-1d5b0e1cf6ee","CA","procurement","Competitive Thresholds - RoSP Category - NASPO","For purposes of determining the lowest bid, the amount of sales tax shall be excluded from the total amount of the bid. Public Link 2: https://california.public ...","https://www.naspo.org/research-and-innovation/rosp-category/competitive-thresholds/",,"California","news","10","{""title"":""Competitive Thresholds - RoSP Category - NASPO"",""link"":""https://www.naspo.org/research-and-innovation/rosp-category/competitive-thresholds/"",""snippet"":""For purposes of determining the lowest bid, the amount of sales tax shall be excluded from the total amount of the bid. Public Link 2: https://california.public ...""}","2026-05-31 23:22:46.609847","2026-05-31 23:22:46.609847"
"83e96d9e-87e8-4347-837c-7037078fb2b7","IN","procurement","Latest News | Workforce Essentials","... DOT physical, Employee Drug Alcohol Testing, Pre-employment physical ... Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan ...","https://workforceessentials.com/latest-news/",,"Indiana","news","20","{""title"":""Latest News | Workforce Essentials"",""link"":""https://workforceessentials.com/latest-news/"",""snippet"":""... DOT physical, Employee Drug Alcohol Testing, Pre-employment physical ... Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan ...""}","2026-04-14 03:37:37.432051","2026-04-14 03:37:37.432051"
"852641d5-a9e2-4b42-a18a-5732ff7818d0","CA","procurement","AB 2282 has unanimously passed the California State Assembly ...","AB 2282 has unanimously passed the California State Assembly and is now headed to the State Senate ... Mobile Medical System comprised of a 10 bed ...","https://www.facebook.com/JuanAlanisCA/posts/ab-2282-has-unanimously-passed-the-california-state-assembly-and-is-now-headed-t/1002182732752925/",,"California","news","10","{""title"":""AB 2282 has unanimously passed the California State Assembly ..."",""link"":""https://www.facebook.com/JuanAlanisCA/posts/ab-2282-has-unanimously-passed-the-california-state-assembly-and-is-now-headed-t/1002182732752925/"",""snippet"":""AB 2282 has unanimously passed the California State Assembly and is now headed to the State Senate ... Mobile Medical System comprised of a 10 bed ..."",""date"":""3 days ago""}","2026-05-31 23:22:46.323952","2026-05-31 23:22:46.323952"
"85cc9fdc-c37d-4fdb-9ed2-9fcaef495cef","TX","procurement","NASPO ValuePoint - Cloud Solution Provider | Carahsoft","NASPO; OMNIA Partners. All Contracts · Cobb County · Software Solutions and Services · Texas DIR's. Education. back to main menu. All Education Contracts · The ...","https://www.carahsoft.com/naspo",,"Texas","legislation","10","{""title"":""NASPO ValuePoint - Cloud Solution Provider | Carahsoft"",""link"":""https://www.carahsoft.com/naspo"",""snippet"":""NASPO; OMNIA Partners. All Contracts · Cobb County · Software Solutions and Services · Texas DIR's. Education. back to main menu. All Education Contracts · The ...""}","2026-06-24 05:00:29.330653","2026-06-24 05:00:29.330653"
"875d9d8d-92b0-4645-98e8-d202da2d194e","CA","procurement","Meeting of BOARD OF SUPERVISORS on 12/9/2025 at 9:00 AM","C.56. Consent Item, APPROVE and AUTHORIZE the Health Services Director, or designee, to execute a contract amendment with California Mental Health Services ...","https://contra-costa.legistar.com/MeetingDetail.aspx?ID=1294703&GUID=A790D27C-8DF9-4009-B34F-6AE09770690F&Options=&Search=",,"California","legislation","10","{""title"":""Meeting of BOARD OF SUPERVISORS on 12/9/2025 at 9:00 AM"",""link"":""https://contra-costa.legistar.com/MeetingDetail.aspx?ID=1294703&GUID=A790D27C-8DF9-4009-B34F-6AE09770690F&Options=&Search="",""snippet"":""C.56. Consent Item, APPROVE and AUTHORIZE the Health Services Director, or designee, to execute a contract amendment with California Mental Health Services ...""}","2026-05-31 23:22:47.159538","2026-05-31 23:22:47.159538"
"887b055f-2526-4f38-870d-7802b08b3883","TX","procurement","Sandoval County firefighters get expanded health screenings ...","... Agreement with IH2S, a Texas-based mobile medical services provider. Under the new contract, “Hot Zone” firefighters — those who work in ...","https://sandovalsignpost.com/2026/03/sandoval-county-firefighters-get-expanded-health-screenings-including-cancer-testing/",,"Texas","legislation","20","{""title"":""Sandoval County firefighters get expanded health screenings ..."",""link"":""https://sandovalsignpost.com/2026/03/sandoval-county-firefighters-get-expanded-health-screenings-including-cancer-testing/"",""snippet"":""... Agreement with IH2S, a Texas-based mobile medical services provider. Under the new contract, “Hot Zone” firefighters — those who work in ..."",""date"":""Mar 26, 2026""}","2026-06-24 05:00:28.970798","2026-06-24 05:00:28.970798"
"8946b6d9-b1e9-4418-b426-96a2cdc2c9ac","IN","procurement","[PDF] HB1198.2 - LegiScan","Be it enacted by the General Assembly of the State of Indiana: 1 ... requirement for submitting an employee drug testing program, unless the ...","https://legiscan.com/IN/text/HB1198/id/3096121/Indiana-2025-HB1198-Engrossed.pdf",,"Indiana","legislation","10","{""title"":""[PDF] HB1198.2 - LegiScan"",""link"":""https://legiscan.com/IN/text/HB1198/id/3096121/Indiana-2025-HB1198-Engrossed.pdf"",""snippet"":""Be it enacted by the General Assembly of the State of Indiana: 1 ... requirement for submitting an employee drug testing program, unless the ..."",""date"":""Feb 4, 2025""}","2026-04-14 03:37:37.421877","2026-04-14 03:37:37.421877"
"8ad4c0b4-e023-468b-a1cb-e539bfb85064","CA","procurement","Open Government Bids in California - Public Bid Tracker","... open government procurement bids in California. State and local ... DRUG TESTING SERVICES, Posted, Due in 2d 2026-05-26▽. Bid ...","https://publicbidtracker.com/california/open-bids/",,"California","news","30","{""title"":""Open Government Bids in California - Public Bid Tracker"",""link"":""https://publicbidtracker.com/california/open-bids/"",""snippet"":""... open government procurement bids in California. State and local ... DRUG TESTING SERVICES, Posted, Due in 2d 2026-05-26▽. Bid ..."",""date"":""May 23, 2026""}","2026-05-31 23:22:44.879078","2026-05-31 23:22:44.879078"
"8b9d2fcb-e5c2-4cda-9ae5-7c91998f7ed7","TX","procurement","[PDF] ACCEPTING THE BID FROM PROGRESSIVE EMERGENCY PROD","Mobile Medical Response and Treatment Facility Trailer ... Vendor shall not include federal taxes nor State of Texas limited salesexciseund use taxes in prices, ...","https://webapp9.sanantonio.gov/FileNetArchive/%7B737F479E-AED4-44C7-B4ED-F4BC3611469E%7D/%7B737F479E-AED4-44C7-B4ED-F4BC3611469E%7D.pdf",,"Texas","emergency","20","{""title"":""[PDF] ACCEPTING THE BID FROM PROGRESSIVE EMERGENCY PROD"",""link"":""https://webapp9.sanantonio.gov/FileNetArchive/%7B737F479E-AED4-44C7-B4ED-F4BC3611469E%7D/%7B737F479E-AED4-44C7-B4ED-F4BC3611469E%7D.pdf"",""snippet"":""Mobile Medical Response and Treatment Facility Trailer ... Vendor shall not include federal taxes nor State of Texas limited salesexciseund use taxes in prices, ...""}","2026-06-24 05:00:28.681859","2026-06-24 05:00:28.681859"
"8bbea243-142c-43e9-859c-e92a529d2bec","TX","procurement","employee drug testing program Bids, RFP & Government Contracts","(Texas, United States). Opp Type: Pre-Bid Notification. Due Date: Jun 01, 2027. RFSQ #HM2023-0313 - Occupational Health Medical Examination Services - Closing ...","https://www.instantmarkets.com/q/employee_drug_testing_program?ot=Bid%20Notification,Pre-Bid%20Notification&pg=1&os=Active",,"Texas","rfp","60","{""title"":""employee drug testing program Bids, RFP & Government Contracts"",""link"":""https://www.instantmarkets.com/q/employee_drug_testing_program?ot=Bid%20Notification,Pre-Bid%20Notification&pg=1&os=Active"",""snippet"":""(Texas, United States). Opp Type: Pre-Bid Notification. Due Date: Jun 01, 2027. RFSQ #HM2023-0313 - Occupational Health Medical Examination Services - Closing ...""}","2026-06-24 05:00:27.09133","2026-06-24 05:00:27.09133"
"8d685f5e-25ba-4d6e-b2e2-d7956a9fd422","TX","procurement","Current Bid Opportunities - Supply Chain - UTMB","... RFP/RFB number that they will be responding to; and (b) their name ... © The University of Texas Medical Branch at Galveston Member, Texas Medical Center®.","https://www.utmb.edu/supplychain/bid-opportunities",,"Texas","rfp","20","{""title"":""Current Bid Opportunities - Supply Chain - UTMB"",""link"":""https://www.utmb.edu/supplychain/bid-opportunities"",""snippet"":""... RFP/RFB number that they will be responding to; and (b) their name ... © The University of Texas Medical Branch at Galveston Member, Texas Medical Center®.""}","2026-06-24 05:00:27.813892","2026-06-24 05:00:27.813892"
"8f5fd841-52e1-4b66-9c9b-05644f15b66e","TX","procurement","Texas Releases STAR+PLUS RFP - Health Management Associates","This week, our In Focus section reviews the Texas STAR+PLUS managed care services request for proposals (RFP) released on March 31, 2022, ...","https://www.healthmanagement.com/blog/texas-releases-starplus-rfp/",,"Texas","rfp","10","{""title"":""Texas Releases STAR+PLUS RFP - Health Management Associates"",""link"":""https://www.healthmanagement.com/blog/texas-releases-starplus-rfp/"",""snippet"":""This week, our In Focus section reviews the Texas STAR+PLUS managed care services request for proposals (RFP) released on March 31, 2022, ..."",""date"":""Apr 7, 2022""}","2026-06-24 05:00:28.250719","2026-06-24 05:00:28.250719"
"913a0bd2-58b6-4c21-94c1-9186cd69f0ca","IN","procurement","[PDF] Munis Contract# 3203416 - City of Santa Fe","DOT Physical Pre-placement. $75.00. $77.25. 80.00. $80.00. DOT Physical ... INDIANA PHYSICIAN PROFESSIONAL LIABILITY COVERAGE - Continental ...","https://santafenm.gov/media/sunshine_contracts/23-0083_Occupational_Health_Centers_of_the_Southwest%2C_P.A_._dba_Concentra_Medical_Centers_.pdf",,"Indiana","legislation","30","{""title"":""[PDF] Munis Contract# 3203416 - City of Santa Fe"",""link"":""https://santafenm.gov/media/sunshine_contracts/23-0083_Occupational_Health_Centers_of_the_Southwest%2C_P.A_._dba_Concentra_Medical_Centers_.pdf"",""snippet"":""DOT Physical Pre-placement. $75.00. $77.25. 80.00. $80.00. DOT Physical ... INDIANA PHYSICIAN PROFESSIONAL LIABILITY COVERAGE - Continental ..."",""date"":""Jan 1, 2024""}","2026-04-14 03:37:37.429427","2026-04-14 03:37:37.429427"
"95541c7f-867a-41a4-b433-25194be4faf1","TX","procurement","[PDF] Request for Proposals to Perform DOT and Non-DOT Employment ...","at minimum all the non-dot physical requirements plus: ... The parties hereby agree that the agreement will be made and entered into the. State of Texas and under ...","https://www.brownsvilletx.gov/DocumentCenter/View/8607/PSL-55-0919-RFP-Physical-Screening-and-Laboratory-Testing-Services?bidId=",,"Texas","rfp","10","{""title"":""[PDF] Request for Proposals to Perform DOT and Non-DOT Employment ..."",""link"":""https://www.brownsvilletx.gov/DocumentCenter/View/8607/PSL-55-0919-RFP-Physical-Screening-and-Laboratory-Testing-Services?bidId="",""snippet"":""at minimum all the non-dot physical requirements plus: ... The parties hereby agree that the agreement will be made and entered into the. State of Texas and under ...""}","2026-06-24 05:00:27.597161","2026-06-24 05:00:27.597161"
"95e7133c-24df-4a61-8477-88396fe001c3","CA","procurement","[PDF] SPECIAL REVIEW OF THE MEDICAL CONTRACTING PROCESS","... Corrections Health ... Division and were paid by the State Controller's Office under the California Medical. Facility contract in the amount of $1,026,233.","https://www.oig.ca.gov/wp-content/uploads/2019/05/Medical-Contracting-Process-Health-Care-Services-Division-Department-of-Corrections-Special-Review.pdf",,"California","legislation","10","{""title"":""[PDF] SPECIAL REVIEW OF THE MEDICAL CONTRACTING PROCESS"",""link"":""https://www.oig.ca.gov/wp-content/uploads/2019/05/Medical-Contracting-Process-Health-Care-Services-Division-Department-of-Corrections-Special-Review.pdf"",""snippet"":""... Corrections Health ... Division and were paid by the State Controller's Office under the California Medical. Facility contract in the amount of $1,026,233.""}","2026-05-31 23:22:45.911226","2026-05-31 23:22:45.911226"
"962fddea-4d0e-4ce1-ae89-1decf4a36d61","IN","procurement","Sitemap | Business Software Alliance","US: BSA Letter to Indiana House Judiciary Committee on SB 5 – Data Privacy ... US: BSA Comments to NASPO on Cooperative Purchasing Contract for Cloud Solutions ...","https://www.bsa.org/sitemap",,"Indiana","legislation","10","{""title"":""Sitemap | Business Software Alliance"",""link"":""https://www.bsa.org/sitemap"",""snippet"":""US: BSA Letter to Indiana House Judiciary Committee on SB 5 – Data Privacy ... US: BSA Comments to NASPO on Cooperative Purchasing Contract for Cloud Solutions ...""}","2026-04-14 03:37:37.474541","2026-04-14 03:37:37.474541"
"98c41334-d6ac-4635-a728-e9b32c54a623","CA","procurement","[PDF] Invitation for Bid IFB 2022-20: Employee Fitness for Duty Medical ...","State Tax Delinquency. Page 10. IFB 2022-20: Employee Fitness for Duty Medical Evaluations. (V.02.08.2023). Page 10. Covered California will ...","https://hbex.coveredca.com/solicitations/ifb-2022-20/IFB%202022-20_%20Employee%20Fitness%20for%20Duty%20Medical%20Evaluations-Final.pdf",,"California","news","10","{""title"":""[PDF] Invitation for Bid IFB 2022-20: Employee Fitness for Duty Medical ..."",""link"":""https://hbex.coveredca.com/solicitations/ifb-2022-20/IFB%202022-20_%20Employee%20Fitness%20for%20Duty%20Medical%20Evaluations-Final.pdf"",""snippet"":""State Tax Delinquency. Page 10. IFB 2022-20: Employee Fitness for Duty Medical Evaluations. (V.02.08.2023). Page 10. Covered California will ..."",""date"":""May 15, 2023""}","2026-05-31 23:22:46.186351","2026-05-31 23:22:46.186351"
"999243b5-5e83-494e-aee0-becb034483e3","IN","procurement","Empire State Cooperative Procurement | Safeware Inc.","Medical, Health Service and Public Health; Educational Facilities, K-12 ... Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan ...","https://www.safewarecontracts.com/contracts/ny-empire-procure-connect",,"Indiana","news","10","{""title"":""Empire State Cooperative Procurement | Safeware Inc."",""link"":""https://www.safewarecontracts.com/contracts/ny-empire-procure-connect"",""snippet"":""Medical, Health Service and Public Health; Educational Facilities, K-12 ... Indiana, Iowa, Kansas, Kentucky, Louisiana, Maine, Maryland, Massachusetts, Michigan ...""}","2026-04-14 03:37:37.472701","2026-04-14 03:37:37.472701"
"9c8710f9-afe3-41eb-94c7-b5c91475838f","TX","procurement","[PDF] NASPO ValuePoint Master Agreement Award For Debris Removal ...","purchase the goods, services, and solutions available from NASPO. ValuePoint's cooperative Master Agreements. ... Texas. Contractor and/or ...","https://www.ok.gov/dcs/solicit/app/viewAttachment.php?attachmentID=91132",,"Texas","award","20","{""title"":""[PDF] NASPO ValuePoint Master Agreement Award For Debris Removal ..."",""link"":""https://www.ok.gov/dcs/solicit/app/viewAttachment.php?attachmentID=91132"",""snippet"":""purchase the goods, services, and solutions available from NASPO. ValuePoint's cooperative Master Agreements. ... Texas. Contractor and/or ..."",""date"":""Aug 18, 2025""}","2026-06-24 05:00:29.692145","2026-06-24 05:00:29.692145"
