"id","bucket","source_type","agency","component","office","region_country","title","summary","date_posted","status","contractor_incumbent","related_ref","budget_signal","oversight_signal","medical_travel_relevance","occu_med_score","action_tag","source_url","raw_json","fetched_at","created_at","updated_at"
"970f66cb-82ff-5a8d-f4fd-aa02ac0b39a5","forecast","sam_gov","DEPT OF DEFENSE","DEPT OF THE NAVY","PHILADELPHIA",,"61--POWER SUPPLY","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b8cbb9758250435685795efa386e9b21","2026-05-29 00:00:00","active",,"N0038325QC550",,,,"20","wait","https://sam.gov/workspace/contract/opp/b8cbb9758250435685795efa386e9b21/view","{""noticeId"":""b8cbb9758250435685795efa386e9b21"",""title"":""61--POWER SUPPLY"",""solicitationNumber"":""N0038325QC550"",""fullParentPathName"":""DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS PHILADELPHIA.NAVSUP WEAPON SYSTEMS SUPPORT"",""fullParentPathCode"":""017.1700.NAVSUP.NAVSUP WSS.NAVSUP WSS PHIL.N00383"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""auto15"",""archiveDate"":""2026-06-26"",""typeOfSetAsideDescription"":null,""typeOfSetAside"":"""",""responseDeadLine"":""2026-06-11T16:30:00-04:00"",""naicsCode"":null,""naicsCodes"":[],""classificationCode"":""6130"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":null,""type"":""primary"",""email"":""DANIELLE.M.JUNOD.CIV@US.NAVY.MIL"",""phone"":null,""title"":null,""fullName"":""DANIELLE M. JUNOD, N792.15, PHONE (215)697-1138, EMAIL DANIELLE.M.JUNOD.CIV@US.NAVY.MIL""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=b8cbb9758250435685795efa386e9b21"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""19111-5098"",""city"":""PHILADELPHIA"",""countryCode"":""USA"",""state"":""PA""},""placeOfPerformance"":null,""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/b8cbb9758250435685795efa386e9b21/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=b8cbb9758250435685795efa386e9b21&limit=1""}],""resourceLinks"":null}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"986d6348-7804-582b-75eb-c6102436dc43","deployment-medical","state_dept","State Department",,,"Sudan","Sudan - Level 4: Do Not Travel","<p><b><i>There was no change to the advisory level or risk indicators. Advisory summary was updated.</i></b> </p>
<p>Do not travel to Sudan due to risk of <b>unrest,</b> <b>crime, kidnapping, terrorism, landmines, </b>and<b> health </b>risks<b>.</b></p>
<p><b>Advisory summary<br>
</b><br>
The U.S. Embassy in Khartoum suspended its operations in April 2023 due to the outbreak of armed conflict in S","2026-05-15 00:00:00","active",,,,,"Travel Advisory","75","brief","https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sudan-travel-advisory.html","{""title"":""Sudan - Level 4: Do Not Travel"",""description"":""<p><b><i>There was no change to the advisory level or risk indicators. Advisory summary was updated.</i></b> </p>\n<p>Do not travel to Sudan due to risk of <b>unrest,</b> <b>crime, kidnapping, terrorism, landmines, </b>and<b> health </b>risks<b>.</b></p>\n<p><b>Advisory summary<br>\n</b><br>\nThe U.S. Embassy in Khartoum suspended its operations in April 2023 due to the outbreak of armed conflict in Sudan. The U.S. government cannot provide routine or emergency consular services to Americans in Sudan due to the current security situation. Do not travel to Sudan for any reason.</p>\n<p>To report an emergency regarding an American in Sudan, contact:</p>\n<ul>\n<li>U.S. Embassy Cairo: <a adhocenable=\""false\"" href=\""tel:20-2-2797-3300\"" target=\""_blank\"" title=\""Dial for U.S. Embassy Cairo\""><b>+20-2-2797-3300</b></a></li>\n<li>From the United States and Canada: <a adhocenable=\""false\"" href=\""tel:1-888-407-4747\"" target=\""_blank\"" title=\""Dial for the U.S. Department of State\""><b>Dial +1-888-407-4747</b></a> for the U.S. Department of State.</li>\n<li>From elsewhere in the world: <a title=\""Dial for the U.S. Department of State\"" adhocenable=\""false\"" href=\""tel:1-202-501-4444\"" target=\""_blank\""><b>Dial +1-202-501-4444</b></a> for the U.S. Department of State.</li>\n</ul>\n<p><b>Unrest - Armed Conflict</b></p>\n<p>Armed conflict continues in Sudan. This includes heavy fighting among the Sudanese Armed Forces, the paramilitary Rapid Support Forces, and various armed militias.</p>\n<ul>\n<li>The situation is violent, volatile, and extremely unpredictable. This is especially true in the Kordofan and Darfur regions, as well as in the capital region, including Khartoum and Omdurman.</li>\n<li>Khartoum International Airport is currently only operating for limited commercial traffic. Commercial service to the Port Sudan International Airport has been limited at times due to drone strikes.<a></a>[JP1]</li>\n<li>Electrical and communication disruptions can occur at any time. This includes internet and cell phone service interruptions.</li>\n</ul>\n<p><b>Crime</b></p>\n<ul>\n<li>Crime, including kidnapping, assault, rape, armed robbery, home invasion, looting, and carjacking, is a common threat throughout the country.</li>\n<li>Checkpoints can appear at any time. Some may be real security checkpoints, but others may be set up so people can steal from travelers. Some checkpoints may be especially dangerous for certain groups of people.</li>\n</ul>\n<p><b>Terrorism</b></p>\n<ul>\n<li>Members of known terrorist groups and people sympathetic to these groups can attack with little or no warning. They may target foreign and local government facilities, as well as tourist areas.</li>\n</ul>\n<p><b>Landmines</b></p>\n<ul>\n<li>Landmines are a threat. Much of Sudan is an active war zone. There are widespread reports of unexploded ordnance and landmines posing a threat in Khartoum and elsewhere in the country, even after fighting has ended in those areas.</li>\n</ul>\n<p><b>Health</b></p>\n<p>Medical services in Sudan are extremely limited. Adequate medical treatment for routine and emergency procedures is often not available.Even minor health issues could require medical evacuation at the traveler&#8217;s expense.</p>\n<ul>\n<li>Even minor health issues could require medical evacuation at the traveler&#8217;s expense.</li>\n<li>Make sure you have medical or travel insurance that includes medical evacuation. Review our information on <a href=\""https://travel.state.gov/en/international-travel/planning/guidance/insurance.html\"" title=\""travel insurance\"" adhocenable=\""false\"">travel insurance</a>.</li>\n<li>Check with your doctor about required vaccines and shots for high-risk exposure before you go to Sudan. Visit the U.S. Centers for Disease Control and Prevention (CDC) website for the latest <a href=\""https://wwwnc.cdc.gov/travel/destinations/traveler/none/sudan?s_cid=ncezid-dgmq-travel-single-001\"" target=\""_blank\"" title=\""CDC travel health information for Sudan\"" adhocenable=\""false\"">travel health information for Sudan</a>.</li>\n</ul>\n<p><b>For Americans in Sudan</b>:</p>\n<ul>\n<li>Enroll in the <a href=\""https://mytravel.state.gov/s/step\"" title=\""Smart Traveler Enrollment Program (STEP)\"" adhocenable=\""false\"">Smart Traveler Enrollment Program (STEP)</a> to get important updates and alerts from the U.S. government. Enrolling helps the U.S. government contact you or your emergency contact in an emergency.</li>\n<li>Review the&nbsp;<a href=\""https://www.osac.gov/Content/Report/a835186b-730a-4bd6-a39f-1c5d651706d3\"" target=\""_blank\"" title=\""Country Security Report for Sudan\"" adhocenable=\""false\"">Country Security Report for Sudan</a>.</li>\n<li>The Department of State strongly urges Americans to leave Sudan.</li>\n<li>The U.S. government cannot guarantee your safety traveling to airports or borders or during any onward travel. You should consider your personal security situation before traveling anywhere in Sudan. Only attempt to depart Sudan<b> </b>or travel within Sudan<b> </b>if you believe it is safe for you to do so. <br _rte_temp_br=\""brEOB\"">\n</li>\n<li>Exercise extreme caution in all parts of the country, including Khartoum.</li>\n<li>Have a plan to leave in an emergency that does not depend on U.S. government help. Review our information on <a href=\""https://travel.state.gov/en/international-travel/help-abroad/crisis-response.html\"">crisis and evacuations</a>.</li>\n<li>Review our information on <a href=\""https://travel.state.gov/en/international-travel/travel-advisories/crime.html\"" title=\""Crime\"" adhocenable=\""false\"">crime</a>, including for <a href=\""https://travel.state.gov/en/international-travel/help-abroad/victims-crime.html\"" title=\""Victims of crime\"" adhocenable=\""false\"">victims of crime</a>.</li>\n<li>There is risk of terrorist violence, including terrorist attacks and other activity, in Sudan. Visit the U.S. Department of State&#8217;s <a href=\""https://www.state.gov/country-reports-on-terrorism/#crt\"" target=\""_blank\"" title=\""DOS Country Reports on Terrorism\"" adhocenable=\""false\"">Country Reports on Terrorism</a> to learn more.</li>\n<li>Review our information on <a href=\""https://travel.state.gov/en/international-travel/travel-advisories/global-events/terrorism.html\"" title=\""Terrorism\"" adhocenable=\""false\"">terrorism</a> and <a href=\""https://travel.state.gov/en/international-travel/travel-advisories/high-risk-areas.html\"" title=\""High-Risk Areas\"" adhocenable=\""false\"">travel to high-risk areas</a>.</li>\n<li>Landmines and unexploded ordnance exist throughout Sudan. The locations of landmines and unexploded ordnance are often not known, marked, or easy to recognize.</li>\n<li>Monitor local media for breaking news. Be prepared to adjust your plans.</li>\n<li>Stay aware of your surroundings.</li>\n<li>Draft a will. Designate appropriate insurance beneficiaries or draft a power of attorney.</li>\n<li>Develop a communication plan with your family, your employer, or your host organization. List how and when you will confirm you are safe (text or call). Specify how often you will do this.</li>\n<li>Establish a proof of life protocol with your loved ones. If you are taken hostage, your loved ones will know specific questions (and answers) to ask the hostage-takers to confirm you are being held captive and alive.</li>\n<li>Make sure your insurance includes specific coverage for medical evacuation from Sudan.</li>\n<li>Visit the CDC website for the latest <a href=\""https://wwwnc.cdc.gov/travel/destinations/traveler/none/sudan?s_cid=ncezid-dgmq-travel-single-001\"" target=\""_blank\"" title=\""CDC travel health information for Sudan\"" adhocenable=\""false\"">travel health information for Sudan</a>.</li>\n<li>We highly recommend that you buy travel insurance before you travel. Check with your&nbsp;<a href=\""https://travel.state.gov/en/international-travel/planning/guidance/insurance.html\"" title=\""travel insurance provider\"" adhocenable=\""false\"">travel insurance provider</a>&nbsp;about evacuation assistance, medical insurance, and trip cancelation coverage.</li>\n</ul>"",""link"":""https://travel.state.gov/content/travel/en/traveladvisories/traveladvisories/sudan-travel-advisory.html"",""pubDate"":""Fri, 15 May 2026""}","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131"
"99918dc1-da4c-56a0-4253-a824403699f2","incumbent-tracker","usaspending","Department of State","Department of State",,,"TRIPLE CANOPY INC — Healthcare","SECURITY SERVICES - U. S. CONSULATE BASRAH, IRAQ. OTHER FUNCTIONS IGF::OT::IGF","2013-09-09 00:00:00","expired","TRIPLE CANOPY INC","SAQMMA13F2633","$205,241,995.27",,,"85","monitor","https://www.usaspending.gov/award/SAQMMA13F2633","{""internal_id"":312027816,""Award ID"":""SAQMMA13F2633"",""Recipient Name"":""TRIPLE CANOPY INC"",""Award Amount"":205241995.27,""Awarding Agency"":""Department of State"",""Awarding Sub Agency"":""Department of State"",""Start Date"":""2013-09-09"",""End Date"":""2018-10-16"",""Description"":""SECURITY SERVICES - U. S. CONSULATE BASRAH, IRAQ. OTHER FUNCTIONS IGF::OT::IGF"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":315,""agency_slug"":""department-of-state"",""generated_internal_id"":""CONT_AWD_SAQMMA13F2633_1900_SAQMMA10D0104_1900""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"99cc73fd-0bbd-5788-e0c9-ed4ab8cbda23","incumbent-tracker","usaspending","Department of Homeland Security","Transportation Security Administration",,,"COVENANT AVIATION SECURITY, LLC — Healthcare","TASK ORDER TO SUPPORT SECURITY SCREENING SERVICES AT SFO AIRPORT.","2021-02-06 00:00:00","active","COVENANT AVIATION SECURITY, LLC","70T05021F5900N002","$714,606,990.43",,,"85","monitor","https://www.usaspending.gov/award/70T05021F5900N002","{""internal_id"":291254933,""Award ID"":""70T05021F5900N002"",""Recipient Name"":""COVENANT AVIATION SECURITY, LLC"",""Award Amount"":714606990.43,""Awarding Agency"":""Department of Homeland Security"",""Awarding Sub Agency"":""Transportation Security Administration"",""Start Date"":""2021-02-06"",""End Date"":""2026-06-30"",""Description"":""TASK ORDER TO SUPPORT SECURITY SCREENING SERVICES AT SFO AIRPORT."",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":766,""agency_slug"":""department-of-homeland-security"",""generated_internal_id"":""CONT_AWD_70T05021F5900N002_7013_HSTS0516DSPP906_7013""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"9a260aac-04e5-520d-ce1b-6973814600fc","forecast","sam_gov","DEPT OF DEFENSE","DEPT OF THE NAVY","MECHANICSBURG",,"43--PUMP, ROTARY","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d193f2cef98d4f6bb0db1deba82d6b63","2026-05-29 00:00:00","active",,"N0010426QBR72",,,,"20","wait","https://sam.gov/workspace/contract/opp/d193f2cef98d4f6bb0db1deba82d6b63/view","{""noticeId"":""d193f2cef98d4f6bb0db1deba82d6b63"",""title"":""43--PUMP, ROTARY"",""solicitationNumber"":""N0010426QBR72"",""fullParentPathName"":""DEPT OF DEFENSE.DEPT OF THE NAVY.NAVSUP.NAVSUP WEAPON SYSTEMS SUPPORT.NAVSUP WSS MECHANICSBURG.NAVSUP WEAPON SYSTEMS SUPPORT MECH"",""fullParentPathCode"":""017.1700.NAVSUP.NAVSUP WSS.NAVSUP WSS MECH.N00104"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""auto15"",""archiveDate"":""2026-06-26"",""typeOfSetAsideDescription"":""No Set aside used"",""typeOfSetAside"":""NONE"",""responseDeadLine"":""2026-06-11T16:30:00-04:00"",""naicsCode"":""333914"",""naicsCodes"":[""333914""],""classificationCode"":""4320"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""DANIELLE.DELLISOLA@NAVY.MIL"",""phone"":"""",""title"":null,""fullName"":""DANIELLE DELL ISOLA, N9432.42, PHONE (771)229-0057, EMAIL DANIELLE.DELLISOLA@NAVY.MIL""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=d193f2cef98d4f6bb0db1deba82d6b63"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""17050-0788"",""city"":""MECHANICSBURG"",""countryCode"":""USA"",""state"":""PA""},""placeOfPerformance"":null,""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/d193f2cef98d4f6bb0db1deba82d6b63/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=d193f2cef98d4f6bb0db1deba82d6b63&limit=1""}],""resourceLinks"":null}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"9a5f3caf-2053-5b7f-ee55-23055964c12f","forecast","sam_gov","DEPT OF DEFENSE","DEPT OF THE NAVY","NORFOLK",,"80-Day Tanker Time Charter","https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c154b6dd43ea489bb5cec84d12f713fa","2026-05-29 00:00:00","active",,"N3220526R6095",,,,"20","wait","https://sam.gov/workspace/contract/opp/c154b6dd43ea489bb5cec84d12f713fa/view","{""noticeId"":""c154b6dd43ea489bb5cec84d12f713fa"",""title"":""80-Day Tanker Time Charter"",""solicitationNumber"":""N3220526R6095"",""fullParentPathName"":""DEPT OF DEFENSE.DEPT OF THE NAVY.MSC.MSC HQS.MSCHQ NORFOLK"",""fullParentPathCode"":""017.1700.MSC.MSC HQS.N32205"",""postedDate"":""2026-05-29"",""type"":""Presolicitation"",""baseType"":""Presolicitation"",""archiveType"":""auto15"",""archiveDate"":""2026-06-19"",""typeOfSetAsideDescription"":null,""typeOfSetAside"":null,""responseDeadLine"":""2026-06-04T13:00:00-04:00"",""naicsCode"":""483111"",""naicsCodes"":[""483111""],""classificationCode"":""V124"",""active"":""Yes"",""award"":null,""pointOfContact"":[{""fax"":"""",""type"":""primary"",""email"":""jordan.a.morrison5.civ@us.navy.mil"",""phone"":""5642303633"",""title"":null,""fullName"":""Jordan Morrison""},{""fax"":"""",""type"":""secondary"",""email"":""ERIC.N.HATCHER2.CIV@US.NAVY.MIL"",""phone"":""5642303114"",""title"":null,""fullName"":""ERIC HATCHER""}],""description"":""https://api.sam.gov/prod/opportunities/v1/noticedesc?noticeid=c154b6dd43ea489bb5cec84d12f713fa"",""organizationType"":""OFFICE"",""officeAddress"":{""zipcode"":""23511-2313"",""city"":""NORFOLK"",""countryCode"":""USA"",""state"":""VA""},""placeOfPerformance"":{""country"":{""code"":""GRC"",""name"":""GREECE""}},""additionalInfoLink"":null,""uiLink"":""https://sam.gov/workspace/contract/opp/c154b6dd43ea489bb5cec84d12f713fa/view"",""links"":[{""rel"":""self"",""href"":""https://api.sam.gov/prod/opportunities/v2/search?noticeid=c154b6dd43ea489bb5cec84d12f713fa&limit=1""}],""resourceLinks"":null}","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265","2026-05-31 23:07:00.265"
"9a6e22ee-6655-53ab-99f8-b8df274eae39","recompete-watch","usaspending","Department of Homeland Security","U.S. Immigration and Customs Enforcement",,,"Award: 70CDCR18C00000003 — STG INTERNATIONAL, INC.","IGF::OT::IGF IHSC MEDICAL STAFFING SERVICES","2018-02-20 00:00:00","recompete-window","STG INTERNATIONAL, INC.","70CDCR18C00000003","$641,096,352.82",,,"90","pursue","https://www.usaspending.gov/award/70CDCR18C00000003","{""internal_id"":291190244,""Award ID"":""70CDCR18C00000003"",""Recipient Name"":""STG INTERNATIONAL, INC."",""Award Amount"":641096352.82,""Awarding Agency"":""Department of Homeland Security"",""Awarding Sub Agency"":""U.S. Immigration and Customs Enforcement"",""Start Date"":""2018-02-20"",""End Date"":""2025-03-31"",""Description"":""IGF::OT::IGF IHSC MEDICAL STAFFING SERVICES"",""NAICS Code"":null,""awarding_agency_id"":766,""agency_slug"":""department-of-homeland-security"",""generated_internal_id"":""CONT_AWD_70CDCR18C00000003_7012_-NONE-_-NONE-""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"9bf16fb5-0dc7-5ba7-9037-20413ab4d48c","incumbent-tracker","usaspending","Department of Homeland Security","U.S. Immigration and Customs Enforcement",,,"THE GEO GROUP, INC. — Healthcare","TASK ORDER IS TO PROVIDE FUNDING FOR DETENTION TRANSPORTATION AND MEDICAL SERVICES IN THE LOS ANGELES AREA OF RESPONSIBILITY","2020-11-04 00:00:00","expired","THE GEO GROUP, INC.","70CDCR21FR0000004","$110,740,019.25",,,"85","monitor","https://www.usaspending.gov/award/70CDCR21FR0000004","{""internal_id"":291190948,""Award ID"":""70CDCR21FR0000004"",""Recipient Name"":""THE GEO GROUP, INC."",""Award Amount"":110740019.25,""Awarding Agency"":""Department of Homeland Security"",""Awarding Sub Agency"":""U.S. Immigration and Customs Enforcement"",""Start Date"":""2020-11-04"",""End Date"":""2021-12-19"",""Description"":""TASK ORDER IS TO PROVIDE FUNDING FOR DETENTION TRANSPORTATION AND MEDICAL SERVICES IN THE LOS ANGELES AREA OF RESPONSIBILITY"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":766,""agency_slug"":""department-of-homeland-security"",""generated_internal_id"":""CONT_AWD_70CDCR21FR0000004_7012_70CDCR20D00000009_7012""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"9c30b66e-171c-5e81-4137-0fab0f256409","deployment-medical","state_dept","State Department",,,"Slovenia","Slovenia - Level 1: Exercise Normal Precautions","Exercise normal precaution<p>in <b>Slovenia</b>.</p>
<p><span class='body-regular'>Slovenia is generally a safe destination for travelers.</span></p>
<p><span class='body-regular'>Travelers should take standard precautions against petty crime, such as&nbsp; pickpocketing and purse snatching. These crimes are common in tourist areas, city centers, and transportation hubs. Use caution at night.</s","2026-05-15 00:00:00","active",,,,,"Travel Advisory","45","monitor","https://travel.state.gov/content/tsg_aem/us/en/home/international-travel/travel-advisories/destination.svn.html","{""title"":""Slovenia - Level 1: Exercise Normal Precautions"",""description"":""Exercise normal precaution<p>in <b>Slovenia</b>.</p>\r\n<p><span class='body-regular'>Slovenia is generally a safe destination for travelers.</span></p>\r\n<p><span class='body-regular'>Travelers should take standard precautions against petty crime, such as&nbsp; pickpocketing and purse snatching. These crimes are common in tourist areas, city centers, and transportation hubs. Use caution at night.</span></p>\r\n<ul>\r\n<li><span class='body-regular'>Review our&nbsp;<a title='Slovenia Travel Guidance' href='/en/international-travel/travel-advisories/slovenia.html#requirements'>Travel Guidance</a> for Slovenia to learn how to prepare for a safe trip.</span></li>\r\n</ul>\r\n<p><span class='body-regular'>Exercise caution in the <b>Julian Alps</b>: follow local guidance, check the <a title='Slovenia Weather' href='/en/international-travel/travel-advisories/slovenia.html#weather'>weather</a> closely, dress appropriately, and never hike alone.</span></p>"",""link"":""https://travel.state.gov/content/tsg_aem/us/en/home/international-travel/travel-advisories/destination.svn.html"",""pubDate"":""Fri, 15 May 2026""}","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131","2026-06-03 20:13:15.131"
"9d0067ac-37fa-5185-c251-2cc9b5d125b5","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: 36C79120F0001 — TRIWEST HEALTHCARE ALLIANCE CORP","SERVICES FOR THE PATIENT CENTERED COMMUNITY CARE (PC3) CONTRACT FOR THE OFFICE OF COMMUNITY CARE (OCC).","2019-10-01 00:00:00","recompete-window","TRIWEST HEALTHCARE ALLIANCE CORP","36C79120F0001","$422,701,904.22",,,"65","pursue","https://www.usaspending.gov/award/36C79120F0001","{""internal_id"":280467392,""Award ID"":""36C79120F0001"",""Recipient Name"":""TRIWEST HEALTHCARE ALLIANCE CORP"",""Award Amount"":422701904.22,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2019-10-01"",""End Date"":""2024-09-30"",""Description"":""SERVICES FOR THE PATIENT CENTERED COMMUNITY CARE (PC3) CONTRACT FOR THE OFFICE OF COMMUNITY CARE (OCC)."",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_36C79120F0001_3600_VA79113D0054_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"9d5716bd-36a6-57ba-8ef5-dab87b09888e","incumbent-tracker","usaspending","Department of Health and Human Services","Centers for Disease Control and Prevention",,,"WALGREEN CO. — Healthcare","ICATT","2022-06-14 00:00:00","expired","WALGREEN CO.","75D30122C13958","$306,212,245.35",,,"85","monitor","https://www.usaspending.gov/award/75D30122C13958","{""internal_id"":291507344,""Award ID"":""75D30122C13958"",""Recipient Name"":""WALGREEN CO."",""Award Amount"":306212245.35,""Awarding Agency"":""Department of Health and Human Services"",""Awarding Sub Agency"":""Centers for Disease Control and Prevention"",""Start Date"":""2022-06-14"",""End Date"":""2025-05-31"",""Description"":""ICATT"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":806,""agency_slug"":""department-of-health-and-human-services"",""generated_internal_id"":""CONT_AWD_75D30122C13958_7523_-NONE-_-NONE-""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"9f30af9e-432e-5f7e-6af1-5b1a3a7cf703","recompete-watch","usaspending","Department of State","Department of State",,,"Award: 19AQMM21C0066 — INTER-CON SECURITY SYSTEMS, INC.","GUARD SERVICES FOR DOS PHYSICAL FACILITIES CONUS AND OCONUS.","2021-11-01 00:00:00","recompete-window","INTER-CON SECURITY SYSTEMS, INC.","19AQMM21C0066","$563,941,549.5",,,"90","pursue","https://www.usaspending.gov/award/19AQMM21C0066","{""internal_id"":278732697,""Award ID"":""19AQMM21C0066"",""Recipient Name"":""INTER-CON SECURITY SYSTEMS, INC."",""Award Amount"":563941549.5,""Awarding Agency"":""Department of State"",""Awarding Sub Agency"":""Department of State"",""Start Date"":""2021-11-01"",""End Date"":""2026-10-31"",""Description"":""GUARD SERVICES FOR DOS PHYSICAL FACILITIES CONUS AND OCONUS."",""NAICS Code"":null,""awarding_agency_id"":315,""agency_slug"":""department-of-state"",""generated_internal_id"":""CONT_AWD_19AQMM21C0066_1900_-NONE-_-NONE-""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"9f737fd1-2431-58eb-0211-85b18eb1e4fa","incumbent-tracker","usaspending","Department of Health and Human Services","Office of the Assistant Secretary for Administration",,,"SPECTRUM HEALTHCARE RESOURCES INCORPORATED — Healthcare","REGION D PROFESSIONAL MEDICAL STAFFING&OCCUPATIONAL HEALTH SERVICES","2010-12-06 00:00:00","expired","SPECTRUM HEALTHCARE RESOURCES INCORPORATED","HHSP233201100041G","$217,355,774.33",,,"85","monitor","https://www.usaspending.gov/award/HHSP233201100041G","{""internal_id"":307148289,""Award ID"":""HHSP233201100041G"",""Recipient Name"":""SPECTRUM HEALTHCARE RESOURCES INCORPORATED"",""Award Amount"":217355774.33,""Awarding Agency"":""Department of Health and Human Services"",""Awarding Sub Agency"":""Office of the Assistant Secretary for Administration"",""Start Date"":""2010-12-06"",""End Date"":""2022-03-31"",""Description"":""REGION D PROFESSIONAL MEDICAL STAFFING&OCCUPATIONAL HEALTH SERVICES"",""NAICS Code"":null,""NAICS Description"":null,""awarding_agency_id"":806,""agency_slug"":""department-of-health-and-human-services"",""generated_internal_id"":""CONT_AWD_HHSP233201100041G_7555_V797P4530A_3600""}","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11","2026-06-03 20:13:31.11"
"a2390194-0179-55da-667c-d5dd23724866","recompete-watch","usaspending","Department of Energy","Department of Energy",,,"Award: DEAC0502OR22928 — CENTERRA GROUP, LLC",,"2002-07-15 00:00:00","recompete-window","CENTERRA GROUP, LLC","DEAC0502OR22928","$361,297,897.55",,,"65","pursue","https://www.usaspending.gov/award/DEAC0502OR22928","{""internal_id"":295476121,""Award ID"":""DEAC0502OR22928"",""Recipient Name"":""CENTERRA GROUP, LLC"",""Award Amount"":361297897.55,""Awarding Agency"":""Department of Energy"",""Awarding Sub Agency"":""Department of Energy"",""Start Date"":""2002-07-15"",""End Date"":""2007-07-16"",""Description"":null,""NAICS Code"":null,""awarding_agency_id"":930,""agency_slug"":""department-of-energy"",""generated_internal_id"":""CONT_AWD_DEAC0502OR22928_8900_-NONE-_-NONE-""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
"a61a6a9b-f987-5dbf-b7a4-08a5efbdc29b","recompete-watch","usaspending","Department of Veterans Affairs","Department of Veterans Affairs",,,"Award: 36C10X21N0054 — QTC MEDICAL SERVICES INC","TASK ORDER FOR MEDICAL DISABILITY EXAMINATIONS DISTRICT 6/ NATIONAL MISSION- SERVICES","2021-04-01 00:00:00","recompete-window","QTC MEDICAL SERVICES INC","36C10X21N0054","$330,000,000",,,"65","pursue","https://www.usaspending.gov/award/36C10X21N0054","{""internal_id"":279980147,""Award ID"":""36C10X21N0054"",""Recipient Name"":""QTC MEDICAL SERVICES INC"",""Award Amount"":330000000,""Awarding Agency"":""Department of Veterans Affairs"",""Awarding Sub Agency"":""Department of Veterans Affairs"",""Start Date"":""2021-04-01"",""End Date"":""2022-03-30"",""Description"":""TASK ORDER FOR MEDICAL DISABILITY EXAMINATIONS DISTRICT 6/ NATIONAL MISSION- SERVICES"",""NAICS Code"":null,""awarding_agency_id"":561,""agency_slug"":""department-of-veterans-affairs"",""generated_internal_id"":""CONT_AWD_36C10X21N0054_3600_VA119A16D0038_3600""}","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226","2026-04-07 08:24:14.226"
